hi,slug,peakIndex,peaked,issuesOpenedUpToPeak,demandUpToPeak,commitsUpToPeak,issuesClosedUpToPeak,lastOpen,lastClosed,lastCommit,openedPostLastCommit,downloadsUpTo,archived,starsUpTo,contributorsUpTo,versionsUpTo,age,dead,dateOfPeak,size,downloadsAtPeak,monSinceLastOpIssue,archivedSince,monSinceLastCommOrClosedIssue,monSinceLastComm,monSinceLastClosedIss
0,emmetio/output-renderer,37,TRUE,0,FALSE,8,0,2015-01,2015-01,2015-01,0,82430,0,0,0,3,45,FALSE,2018-01,7,NA,36,0,5,5,36
0,alessioalex/spawn-to-readstream,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,98324,0,7,5,0,67,FALSE,,156,NA,36,0,36,36,36
0,apigee-127/swagger-test-templates,-1,FALSE,93,TRUE,261,41,2019-04,2019-04,2015-01,1,385383,0,164,25,11,64,FALSE,,356,NA,0,0,2,2,2
0,inversify/inversify-express-utils,-1,FALSE,6,TRUE,211,6,2020-12,2019-01,2015-01,16,68585,0,513,0,31,53,FALSE,,585,NA,0,0,0,0,0
0,emmetio/stylesheet-formatters,37,TRUE,0,FALSE,18,0,2015-01,2015-01,2015-01,0,82485,0,0,0,6,45,FALSE,2018-01,19,NA,36,0,2,2,36
0,dinbror/blazy,-1,FALSE,93,TRUE,31,42,2020-05,2020-11,2015-01,0,218440,0,2627,21,20,68,FALSE,,191,NA,0,0,11,16,11
0,HackedByChinese/ng-idle,-1,FALSE,135,TRUE,136,87,2020-06,2017-11,2015-01,11,301692,0,571,112,7,66,FALSE,,345,NA,0,0,3,7,3
0,pulumi/pulumi-query,-1,FALSE,0,FALSE,0,0,2019-05,2015-01,2015-01,1,0,0,7,0,0,17,FALSE,,67,NA,36,0,36,36,36
0,emmetio/markup-formatters,37,TRUE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,82593,0,5,0,7,45,FALSE,2018-01,80,NA,36,0,36,36,36
0,alessioalex/limit-spawn,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,97577,0,2,1,0,67,FALSE,,136,NA,36,0,36,36,36
0,TooTallNate/node-time,-1,FALSE,34,TRUE,30,3,2020-03,2017-03,2015-01,9,794855,0,377,248,5,68,FALSE,,166,NA,1,0,9,9,9
0,lazd/gulp-declare,-1,FALSE,6,TRUE,0,0,2018-01,2015-01,2015-01,5,715746,0,18,12,0,68,FALSE,,295,NA,1,0,36,36,36
0,emmetio/node,37,TRUE,0,FALSE,7,0,2015-01,2015-01,2015-01,0,82885,0,0,0,3,45,FALSE,2018-01,10,NA,36,0,10,10,36
0,DataTables/Dist-DataTables-RowGroup,-1,FALSE,0,FALSE,24,0,2015-01,2015-01,2015-01,0,13742,0,2,0,3,44,FALSE,,104,NA,36,0,0,0,36
0,aurelia/path,-1,FALSE,10,TRUE,97,2,2019-11,2019-08,2015-01,2,535795,0,20,83,11,60,FALSE,,984,NA,18,0,1,1,16
0,gor181/react-notification-system-redux,-1,FALSE,35,TRUE,61,14,2019-11,2020-03,2015-01,0,369077,0,326,0,20,53,FALSE,,862,NA,1,0,4,4,7
0,bahmutov/ban-sensitive-files,39,TRUE,17,TRUE,58,2,2020-08,2020-03,2015-01,3,266222,0,58,42,19,59,FALSE,2018-05,982,NA,3,0,4,4,5
0,Permutatrix/rollup-plugin-hypothetical,-1,FALSE,3,TRUE,65,1,2019-03,2018-10,2015-01,3,175792,0,39,0,8,55,FALSE,,97,NA,3,0,3,3,22
0,SortableJS/angular-sortablejs,-1,FALSE,68,TRUE,160,49,2020-12,2020-10,2015-01,3,152143,0,445,0,43,51,FALSE,,1782,NA,0,0,0,0,0
0,apiaryio/api-elements.js,-1,FALSE,7,TRUE,465,0,2020-12,2020-12,2015-01,1,412491,0,67,245,97,67,FALSE,,5951,NA,3,0,0,0,38
0,emmetio/snippets-registry,37,TRUE,0,FALSE,18,0,2015-01,2015-01,2015-01,0,82698,0,2,0,6,47,FALSE,2018-01,13,NA,36,0,7,7,36
0,ant-design/ant-design-icons/tree/master/packages/icons-vue,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,709,0,0,23,FALSE,,6021,NA,36,0,36,36,36
0,unindented/custom-immutable-matchers,-1,FALSE,6,TRUE,72,4,2017-10,2018-01,2015-01,0,178055,0,26,20,15,63,FALSE,,1822,NA,4,0,1,1,1
0,jonschlinkert/glob-fs,-1,FALSE,18,TRUE,73,3,2020-09,2017-07,2015-01,8,200065,0,53,69,7,63,FALSE,,107,NA,0,0,5,5,5
0,patrick-steele-idem/meta-router,42,TRUE,6,TRUE,26,2,2016-01,2015-07,2015-01,3,360922,0,9,48,10,68,FALSE,2018-08,160,NA,29,0,33,33,34
0,gr2m/universal-github-app-jwt,-1,FALSE,0,FALSE,0,0,2020-12,2020-12,2015-01,1,0,0,10,0,0,15,FALSE,,1623,NA,41,0,41,41,41
0,react-component/m-steps,-1,FALSE,0,FALSE,2,0,2015-01,2015-01,2015-01,0,84804,0,4,0,1,39,FALSE,,1771,NA,41,0,10,10,41
0,rollup/rollup-watch,-1,FALSE,42,TRUE,90,22,2018-09,2017-07,2015-01,5,617369,0,90,0,18,54,FALSE,,65,NA,8,0,11,11,12
0,arrizalamin/js-function-reflector,39,TRUE,10,TRUE,69,10,2018-11,2018-11,2015-01,1,319748,0,66,22,13,56,FALSE,2018-05,51,NA,2,0,0,0,0
0,ExodusMovement/schemasafe,-1,FALSE,0,FALSE,0,0,2020-11,2020-10,2015-01,2,0,0,88,134,0,4,FALSE,,1291,NA,38,0,38,38,38
0,koa-modules/locale,-1,FALSE,2,TRUE,13,0,2016-06,2015-01,2015-01,2,106142,0,18,19,4,68,FALSE,,26,NA,22,0,12,12,38
0,oliviertassinari/serviceworker-webpack-plugin,-1,FALSE,39,TRUE,72,22,2019-09,2018-07,2015-01,9,97536,0,456,0,17,52,FALSE,,510,NA,0,0,4,6,4
0,madhums/node-view-helpers,15,TRUE,2,TRUE,0,0,2015-04,2015-01,2015-01,2,187647,0,81,31,0,68,FALSE,2016-05,22,NA,10,0,14,14,14
0,IonicaBizau/node-couleurs,-1,FALSE,4,TRUE,48,0,2015-06,2015-01,2015-01,2,32304,0,11,81,10,68,FALSE,,59,NA,8,0,0,0,14
0,mathiasbynens/String.prototype.includes,-1,FALSE,1,TRUE,0,1,2015-07,2015-07,2015-01,1,10908,0,69,14,0,68,FALSE,,18,NA,7,0,7,14,7
0,IonicaBizau/camelo,-1,FALSE,0,FALSE,12,0,2020-10,2020-10,2015-01,1,1183,0,5,11,4,60,FALSE,,28,NA,14,0,2,2,14
0,emmetio/html-snippets-resolver,37,TRUE,0,FALSE,21,0,2015-01,2015-01,2015-01,0,82424,0,0,0,5,45,FALSE,2018-01,15,NA,36,0,7,7,36
0,lukeed/matchit,-1,FALSE,6,TRUE,73,4,2019-01,2018-03,2015-01,4,13890,0,313,0,9,37,FALSE,,52,NA,0,0,0,0,0
0,bevacqua/react-dragula,-1,FALSE,46,TRUE,63,6,2020-08,2016-08,2015-01,12,222106,0,972,68,27,62,FALSE,,1209,NA,5,0,17,17,18
0,hexojs/hexo-bunyan,-1,FALSE,0,FALSE,4,0,2019-09,2015-01,2015-01,1,192734,0,3,582,1,41,FALSE,,1470,NA,36,0,7,7,36
0,lloyd/node-memwatch,6,TRUE,5,TRUE,0,0,2020-05,2015-01,2015-01,16,250048,0,2406,64,0,68,FALSE,2015-06,433,NA,2,0,5,5,5
0,exponentjs/react-native-scrollable-mixin,-1,FALSE,0,FALSE,11,0,2015-01,2015-01,2015-01,0,249,0,93,14,3,66,FALSE,,176,NA,5,0,0,0,5
0,ckeditor/ckeditor5-react,-1,FALSE,0,FALSE,0,0,2020-12,2020-10,2015-01,3,0,0,331,0,0,27,FALSE,,1190,NA,5,0,5,5,5
0,react-cosmos/react-cosmos-classic/tree/master/packages/react-cosmos-config,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,5,742,0,47,FALSE,,12698,NA,5,0,5,5,5
0,uber/r-dom,56,TRUE,11,TRUE,75,7,2017-09,2016-07,2015-01,2,451008,0,264,33,14,68,FALSE,2019-08,66,NA,22,0,21,21,36
-3,pnpm/pnpm/blob/master/packages/link-bins,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,385739,0,0,0,20,31,FALSE,,66,NA,55,0,55,55,55
0,IonicaBizau/uc-first-array,-1,FALSE,0,FALSE,22,0,2015-01,2015-01,2015-01,0,520891,0,1,6,11,60,FALSE,,13,NA,55,0,8,8,55
0,grommet/react-desc,-1,FALSE,7,TRUE,75,1,2019-07,2017-07,2015-01,5,687029,0,20,0,33,50,FALSE,,448,NA,2,0,2,2,26
0,danmactough/node-resanitize,26,TRUE,0,FALSE,0,0,2017-06,2015-01,2015-01,1,385847,0,13,37,0,68,FALSE,2017-04,21,NA,25,0,25,25,25
0,paulcbetts/xvfb-maybe,-1,FALSE,3,TRUE,18,1,2017-01,2017-04,2015-01,0,72752,0,121,13,6,57,FALSE,,12,NA,2,0,12,12,25
0,notenoughneon/await-semaphore,-1,FALSE,1,TRUE,12,0,2019-12,2017-09,2015-01,4,735,0,56,0,2,51,FALSE,,9,NA,0,0,6,6,25
0,JohannesKlauss/react-keymap-hook,-1,FALSE,0,FALSE,0,0,2020-12,2020-12,2015-01,1,0,0,1143,0,0,23,FALSE,,8072,NA,25,0,25,25,25
0,martinheidegger/varsize-string,26,TRUE,0,FALSE,25,0,2015-01,2015-01,2015-01,0,176695,0,2,17,8,60,FALSE,2017-04,20,NA,25,0,10,10,25
0,rijs/npm,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,0,0,0,37,FALSE,,10,NA,25,0,25,25,25
0,EE/gitignore-to-glob,-1,FALSE,2,TRUE,46,1,2016-03,2016-03,2015-01,1,21711,0,16,54,3,68,FALSE,,43,NA,11,0,4,4,11
0,jescalan/autoprefixer-stylus,-1,FALSE,9,TRUE,174,9,2020-10,2019-07,2015-01,1,257467,0,154,56,12,68,FALSE,,387,NA,5,0,0,0,5
0,ember-mobile/ember-cli-fastclick,29,TRUE,4,TRUE,34,1,2018-07,2018-09,2015-01,0,215765,0,37,26,4,68,FALSE,2017-07,629,NA,0,0,11,11,11
0,jonschlinkert/glob-fs-dotfiles,-1,FALSE,0,FALSE,16,0,2015-01,2015-01,2015-01,0,124833,0,3,16,7,63,FALSE,,120,NA,28,0,21,21,28
0,fengyuanchen/viewerjs,-1,FALSE,66,TRUE,122,41,2020-12,2020-12,2015-01,1,9094,0,6593,1,17,58,FALSE,,8594,NA,0,0,0,0,0
0,tjoskar/ng-lazyload-image,-1,FALSE,95,TRUE,238,69,2020-12,2020-12,2015-01,1,12887,0,747,1,9,45,FALSE,,2910,NA,0,0,1,1,1
0,emmetio/lorem,37,TRUE,0,FALSE,10,0,2015-01,2015-01,2015-01,0,82236,0,2,0,3,45,FALSE,2018-01,12,NA,36,0,4,4,36
0,peterbe/minimalcss,-1,FALSE,61,TRUE,209,9,2020-09,2020-01,2015-01,5,19155,0,329,0,22,39,FALSE,,1524,NA,0,0,0,0,0
0,substantial/updeep,-1,FALSE,45,TRUE,0,21,2019-09,2018-03,2015-01,5,253010,0,1173,165,30,63,FALSE,,4366,NA,9,0,9,36,9
0,enquirer/prompt-password,-1,FALSE,1,TRUE,25,1,2016-10,2016-12,2015-01,0,75766,0,8,0,8,50,FALSE,,47,NA,16,0,7,7,14
0,santiagogil/request-idle-callback,38,TRUE,0,FALSE,6,0,2020-02,2015-01,2015-01,2,235378,0,26,0,3,54,FALSE,2018-04,10,NA,37,0,21,21,37
0,tensorflow/tfjs-converter,-1,FALSE,0,FALSE,28,0,2015-01,2015-01,2015-01,0,0,0,687,0,0,31,FALSE,,19683,NA,37,0,0,0,37
0,Hazyzh/jest-html-reporters,-1,FALSE,0,FALSE,0,0,2020-12,2020-12,2015-01,1,0,0,372,0,0,27,FALSE,,29567,NA,37,0,37,37,37
0,DataTables/Dist-DataTables-KeyTable,-1,FALSE,0,FALSE,92,0,2015-01,2015-01,2015-01,0,34605,0,2,0,9,60,FALSE,,212,NA,37,0,0,0,37
0,emmetio/implicit-tag,37,TRUE,0,FALSE,3,0,2015-01,2015-01,2015-01,0,82241,0,1,0,1,45,FALSE,2018-01,4,NA,36,0,11,11,36
0,continuationlabs/will-call,-1,FALSE,0,FALSE,5,0,2015-01,2015-01,2015-01,0,26930,0,0,2,2,56,FALSE,,8,NA,36,0,0,0,36
0,jonschlinkert/is-dotdir,-1,FALSE,0,FALSE,9,0,2015-01,2015-01,2015-01,0,231761,0,5,1,3,63,FALSE,,9,NA,36,0,9,9,36
0,mafintosh/uint64be,-1,FALSE,1,TRUE,13,0,2017-01,2015-01,2015-01,1,433894,0,17,6,5,62,FALSE,,7,NA,13,0,13,13,36
0,namuol/tap-parser-yaml,19,TRUE,0,FALSE,7,0,2015-01,2015-01,2015-01,0,125747,0,0,80,2,68,FALSE,2016-09,54,NA,18,0,17,17,18
0,sudo-suhas/elastic-builder,-1,FALSE,0,FALSE,0,0,2020-12,2020-07,2015-01,2,0,0,426,0,0,44,FALSE,,7689,NA,18,0,18,18,18
0,hunterloftis/cryo,-1,FALSE,2,TRUE,0,0,2018-06,2015-01,2015-01,5,1475,0,147,76,0,68,FALSE,,365,NA,5,0,18,18,18
0,IonicaBizau/node-gry,-1,FALSE,4,TRUE,42,0,2016-02,2015-01,2015-01,3,23510,0,5,47,12,68,FALSE,,51,NA,5,0,3,3,18
0,mikefrey/grunt-exorcise,28,TRUE,1,TRUE,22,3,2015-03,2015-03,2015-01,1,212391,0,10,22,5,68,FALSE,2017-06,24,NA,24,0,14,14,24
0,regexhq/dotdir-regex,-1,FALSE,0,FALSE,12,0,2015-01,2015-01,2015-01,0,111563,0,7,3,3,63,FALSE,,11,NA,27,0,0,0,27
0,hassansin/parse-address,-1,FALSE,5,TRUE,4,2,2020-12,2019-07,2015-01,7,30625,0,133,1,2,68,FALSE,,120,NA,0,0,7,7,8
-3,morishitter/is-color/git,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,28107,0,77,0,2,63,FALSE,,120,NA,27,0,27,27,27
0,sandeepmistry/node-xpc-connection,50,TRUE,18,TRUE,21,11,2019-04,2018-02,2015-01,6,288064,0,32,30,7,68,FALSE,2019-02,23,NA,1,0,11,30,11
0,dialogflow/dialogflow-fulfillment-nodejs,-1,FALSE,187,TRUE,66,113,2020-12,2019-02,2015-01,23,143800,0,586,0,13,33,FALSE,,1364,NA,0,0,0,2,0
0,connrs/node-sandwich-stream,-1,FALSE,4,TRUE,30,4,2015-08,2018-10,2015-01,0,658278,0,4,6,4,68,FALSE,,263,NA,41,0,5,5,5
0,tuupola/jquery_lazyload,-1,FALSE,129,TRUE,38,87,2020-10,2019-04,2015-01,9,773125,0,8674,0,5,68,FALSE,,5053,NA,1,0,18,18,18
-3,layerhq/node-layer-patch,55,TRUE,0,FALSE,16,0,2015-01,2015-01,2015-01,0,438750,0,8,0,6,58,FALSE,2019-09,5053,NA,54,0,19,19,54
0,react-cosmos/react-cosmos-classic/tree/master/packages/react-cosmos-loader,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,826574,0,5,742,116,42,FALSE,,12698,NA,54,0,54,54,54
0,tinycreative/react-native-intercom,-1,FALSE,206,TRUE,173,120,2020-12,2020-07,2015-01,6,599974,0,410,20,59,63,FALSE,,310,NA,0,0,0,0,2
0,mongodb-forks/nearley,-1,FALSE,0,FALSE,3,0,2015-01,2015-01,2015-01,0,230134,0,1,360,1,16,FALSE,,2087,NA,54,0,0,0,54
0,dump247/storybook-state,-1,FALSE,16,TRUE,56,7,2019-11,2019-05,2015-01,4,1350014,0,77,0,23,35,FALSE,,1322,NA,5,0,10,10,11
0,LukeMizuhashi/cfn-response,-1,FALSE,5,TRUE,9,1,2019-11,2018-06,2015-01,4,1598971,0,14,2,2,58,FALSE,,8,NA,7,0,24,24,24
0,strongloop/loopback-component-storage,-1,FALSE,156,TRUE,0,154,2020-12,2020-03,2015-01,3,1302150,0,130,32,29,68,FALSE,,3455,NA,1,0,1,64,1
0,react-component/radio,30,TRUE,1,TRUE,31,0,2017-04,2015-01,2015-01,1,241609,1,19,13,6,68,FALSE,2017-06,324,NA,1,1,1,1,29
0,ngryman/reading-time,-1,FALSE,5,TRUE,29,4,2019-04,2019-04,2015-01,1,17643,0,1134,20,3,68,FALSE,,487,NA,2,0,2,2,10
0,jonschlinkert/glob-fs-gitignore,-1,FALSE,0,FALSE,18,0,2015-01,2015-01,2015-01,0,122620,0,4,11,7,63,FALSE,,13,NA,29,0,2,2,29
0,sealninja/react-i18nify,-1,FALSE,18,TRUE,0,10,2020-12,2020-02,2015-01,5,84759,0,130,1,33,55,FALSE,,3104,NA,0,0,0,29,0
0,carlos8f/node-idgen,47,TRUE,2,TRUE,3,0,2015-08,2015-01,2015-01,1,246843,0,25,0,1,68,FALSE,2019-01,22,NA,38,0,6,6,46
0,DataTables/Dist-DataTables-Buttons-Bootstrap4,-1,FALSE,0,FALSE,215,0,2015-01,2015-01,2015-01,0,138789,0,2,0,12,48,FALSE,,222,NA,46,0,1,1,46
0,oztune/string-replace-to-array,-1,FALSE,0,FALSE,11,0,2015-01,2015-01,2015-01,0,263678,0,21,11,2,55,FALSE,,29,NA,46,0,16,16,46
0,dignifiedquire/borc,-1,FALSE,27,TRUE,82,3,2020-08,2019-07,2015-01,4,288193,0,29,185,6,48,FALSE,,4264,NA,0,0,0,0,7
0,stephenharris/grunt-checktextdomain,23,TRUE,5,TRUE,10,1,2016-09,2016-09,2015-01,1,179206,0,11,12,2,68,FALSE,2017-01,29,NA,3,0,3,3,3
0,qzind/tray,-1,FALSE,111,TRUE,111,43,2020-12,2020-12,2015-01,1,594,0,630,59,7,51,FALSE,,96404,NA,0,0,0,0,0
0,oortcloud/ddp-underscore-patched,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,155643,0,0,2,0,68,FALSE,,136,NA,22,0,22,22,22
0,allenhwkim/angularjs-google-maps,-1,FALSE,476,TRUE,456,280,2019-11,2018-11,2015-01,9,53941,0,1548,485,55,68,FALSE,,6323,NA,0,0,0,0,0
0,rochejul/gulp-angular-protractor,45,TRUE,40,TRUE,90,37,2018-07,2018-07,2015-01,1,308594,0,25,6,17,68,FALSE,2018-11,226,NA,3,0,3,3,3
0,elijahmanor/cross-var,-1,FALSE,10,TRUE,23,2,2019-10,2017-10,2015-01,6,200961,0,107,0,8,47,FALSE,,12,NA,5,0,10,10,10
0,rhysd/remark-emoji,-1,FALSE,2,TRUE,27,2,2020-10,2020-10,2015-01,1,46853,0,77,0,6,50,FALSE,,361,NA,0,0,0,0,0
0,swansontec/rfc4648.js,-1,FALSE,0,FALSE,25,0,2020-09,2015-01,2015-01,1,36032,0,37,0,4,44,FALSE,,719,NA,44,0,7,7,44
0,awayjs/awayjs-display,16,TRUE,0,FALSE,741,0,2020-03,2015-01,2015-01,1,86304,0,2,741,198,68,FALSE,2016-06,40539,NA,15,0,0,0,15
0,vibornoff/webcrypto-shim,-1,FALSE,7,TRUE,36,4,2020-11,2020-07,2015-01,1,100,0,118,40,1,57,FALSE,,348,NA,0,0,0,2,0
0,oortcloud/ddp-ejson,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,45251,0,6,13,0,68,FALSE,,200,NA,15,0,15,15,15
0,regexhq/es6-template-regex,-1,FALSE,1,TRUE,6,1,2017-06,2017-06,2015-01,1,2615,0,15,6,1,68,FALSE,,10,NA,3,0,3,7,3
0,libp2p/js-peer-book,54,TRUE,5,TRUE,95,4,2017-04,2020-02,2015-01,0,292491,0,15,6,14,53,FALSE,2019-06,1379,NA,25,0,1,1,25
0,Wizcorp/node-graylog2,-1,FALSE,19,TRUE,26,3,2020-05,2017-05,2015-01,13,915288,0,56,44,2,68,FALSE,,1808,NA,1,0,1,1,24
0,react-component/m-align,-1,FALSE,0,FALSE,2,0,2015-01,2015-01,2015-01,0,540687,0,0,0,1,39,FALSE,,316,NA,53,0,22,22,53
0,IonicaBizau/exec-limiter,-1,FALSE,0,FALSE,38,0,2015-01,2015-01,2015-01,0,636637,0,0,35,15,68,FALSE,,37,NA,53,0,6,6,53
0,ripple/sjcl-codec,38,TRUE,0,FALSE,3,0,2015-01,2015-01,2015-01,0,326352,0,1,1,2,62,FALSE,2018-04,134,NA,37,0,28,28,37
0,MadKudu/node-hubspot,-1,FALSE,21,TRUE,0,6,2020-12,2020-04,2015-01,4,59497,0,182,62,46,68,FALSE,,1091,NA,1,0,11,37,11
0,matfish2/vue-pagination-2,-1,FALSE,22,TRUE,61,16,2020-10,2020-11,2015-01,0,132508,0,181,0,48,52,FALSE,,1196,NA,0,0,0,0,0
0,GitbookIO/plugin-katex,16,TRUE,6,TRUE,19,3,2019-11,2017-08,2015-01,5,152523,0,58,37,7,68,FALSE,2016-06,2704,NA,4,0,5,5,6
0,programble/errio,-1,FALSE,0,FALSE,38,0,2017-01,2017-01,2015-01,1,4949,0,12,46,6,68,FALSE,,29,NA,15,0,12,12,15
0,qTip2/qTip2,-1,FALSE,62,TRUE,0,25,2019-03,2018-11,2015-01,1,30713,0,2007,1234,7,68,FALSE,,13876,NA,0,0,0,15,0
0,remarkjs/remark-lint/tree/main/packages/remark-lint-maximum-heading-length,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,812,133,0,46,FALSE,,2896,NA,15,0,15,15,15
0,frontendfriends/node-combine-mq,38,TRUE,11,TRUE,12,3,2015-06,2015-06,2015-01,1,290028,0,20,60,2,68,FALSE,2018-04,611,NA,31,0,28,28,31
0,javan/mutation-observer-inner-html-shim,-1,FALSE,0,FALSE,1,0,2015-01,2015-01,2015-01,0,4340,0,7,0,1,33,FALSE,,99,NA,37,0,0,0,37
0,git@github.com:gabceb/jquery-browser-plugin,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,275137,0,514,95,2,68,FALSE,,176,NA,37,0,37,37,37
0,react-component/m-notification,-1,FALSE,0,FALSE,1,0,2015-01,2015-01,2015-01,0,30006,0,23,18,1,37,FALSE,,402,NA,37,0,4,4,37
0,DoctorMcKay/node-steamcommunity,62,TRUE,187,TRUE,473,127,2020-07,2020-11,2015-01,0,420327,0,347,267,137,68,FALSE,2020-04,535,NA,0,0,0,0,0
0,slorber/awesome-debounce-promise,-1,FALSE,13,TRUE,27,10,2020-11,2020-11,2015-01,1,740777,0,357,0,6,27,FALSE,,369,NA,8,0,1,10,1
0,martinheidegger/wcstring,26,TRUE,0,FALSE,15,0,2015-01,2015-01,2015-01,0,174408,0,2,13,4,60,FALSE,2017-04,9,NA,25,0,10,10,25
0,jquery/PEP,-1,FALSE,120,TRUE,98,49,2020-05,2020-12,2015-01,0,13457,0,1667,490,9,66,TRUE,,1491,NA,0,0,0,2,0
0,lucasfeliciano/fetch-everywhere,-1,FALSE,6,TRUE,9,3,2018-02,2017-08,2015-01,2,32946,0,54,64,3,55,FALSE,,33,NA,2,0,9,9,9
0,mnsht/react-fullstory,-1,FALSE,0,FALSE,0,0,2020-02,2020-03,2015-01,0,0,0,36,0,0,29,FALSE,,5306,NA,25,0,25,25,25
-3,maksimrv/karma-mocha-debug,46,TRUE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,309810,0,57,0,0,68,FALSE,2018-12,5306,NA,45,0,45,45,45
0,Appboy/appboy-web-sdk,-1,FALSE,43,TRUE,105,29,2020-10,2020-10,2015-01,1,106501,0,51,25,41,55,FALSE,,631,NA,0,0,0,0,1
0,adopted-ember-addons/ember-metrics,-1,FALSE,73,TRUE,196,24,2020-10,2020-10,2015-01,1,642425,0,359,70,24,63,FALSE,,2134,NA,1,0,1,1,16
0,mattdesl/eases,-1,FALSE,1,TRUE,0,0,2015-11,2015-01,2015-01,1,658390,0,364,20,0,68,FALSE,,262,NA,35,0,45,45,45
0,rvagg/workshopper-exercise,8,TRUE,5,TRUE,42,1,2016-05,2020-06,2015-01,0,113838,0,56,97,5,68,FALSE,2015-08,98,NA,0,0,0,0,2
0,aurelia/event-aggregator,-1,FALSE,3,TRUE,43,1,2019-06,2019-04,2015-01,2,0,0,55,68,0,60,FALSE,,692,NA,0,0,0,0,3
0,ForestAdmin/lumber,-1,FALSE,0,FALSE,0,0,2020-10,2020-10,2015-01,1,0,0,2085,0,0,50,FALSE,,8297,NA,7,0,7,7,7
0,aotaduy/eslint-plugin-spellcheck,-1,FALSE,0,FALSE,10,0,2020-09,2020-05,2015-01,4,227,0,138,8,3,65,FALSE,,1109,NA,7,0,2,2,7
